date_hour,consumption_hour
2019-03-13 15:00:00,740
2019-03-13 16:00:00,548
2019-03-13 17:00:00,34
2019-03-13 18:00:00,102
2019-03-13 19:00:00,124
2019-03-13 20:00:00,38
2019-03-13 21:00:00,124
2019-03-13 22:00:00,34
2019-03-13 23:00:00,106
2019-03-14 00:00:00,126
2019-03-14 01:00:00,530
2019-03-14 02:00:00,130
2019-03-14 03:00:00,34
2019-03-14 04:00:00,130
2019-03-14 05:00:00,68
2019-03-14 06:00:00,70
2019-03-14 07:00:00,126
2019-03-14 08:00:00,260
2019-03-14 09:00:00,276
2019-03-14 10:00:00,1246
2019-03-14 11:00:00,1316
2019-03-14 12:00:00,422
2019-03-14 13:00:00,36
2019-03-14 14:00:00,126
2019-03-14 15:00:00,60
2019-03-14 16:00:00,72
2019-03-14 17:00:00,124
2019-03-14 18:00:00,334
2019-03-14 19:00:00,466
2019-03-14 20:00:00,300
2019-03-14 21:00:00,94
2019-03-14 22:00:00,110
2019-03-14 23:00:00,96
2019-03-15 00:00:00,204
2019-03-15 01:00:00,42
2019-03-15 02:00:00,108
2019-03-15 03:00:00,120
2019-03-15 04:00:00,34
2019-03-15 05:00:00,128
2019-03-15 06:00:00,390
2019-03-15 07:00:00,432
2019-03-15 08:00:00,1442
2019-03-15 09:00:00,1026
2019-03-15 10:00:00,1444
2019-03-15 11:00:00,1378
2019-03-15 12:00:00,1408
2019-03-15 13:00:00,836
2019-03-15 14:00:00,130
2019-03-15 15:00:00,102
2019-03-15 16:00:00,52
2019-03-15 17:00:00,126
2019-03-15 18:00:00,32
2019-03-15 19:00:00,126
2019-03-15 20:00:00,1028
2019-03-15 21:00:00,76
2019-03-15 22:00:00,126
2019-03-15 23:00:00,32
2019-03-16 00:00:00,126
2019-03-16 01:00:00,40
2019-03-16 02:00:00,118
2019-03-16 03:00:00,86
2019-03-16 04:00:00,74
2019-03-16 05:00:00,134
2019-03-16 06:00:00,34
2019-03-16 07:00:00,128
2019-03-16 08:00:00,32
2019-03-16 09:00:00,408
2019-03-16 10:00:00,44
2019-03-16 11:00:00,112
2019-03-16 12:00:00,106
2019-03-16 13:00:00,46
2019-03-16 14:00:00,428
2019-03-16 15:00:00,34
2019-03-16 16:00:00,126
2019-03-16 17:00:00,40
2019-03-16 18:00:00,120
2019-03-16 19:00:00,94
2019-03-16 20:00:00,62
2019-03-16 21:00:00,126
2019-03-16 22:00:00,34
2019-03-16 23:00:00,496
2019-03-17 00:00:00,34
2019-03-17 01:00:00,128
2019-03-17 02:00:00,78
2019-03-17 03:00:00,80
2019-03-17 04:00:00,124
2019-03-17 05:00:00,34
2019-03-17 06:00:00,128
2019-03-17 07:00:00,34
2019-03-17 08:00:00,564
2019-03-17 09:00:00,42
2019-03-17 10:00:00,114
2019-03-17 11:00:00,90
2019-03-17 12:00:00,64
2019-03-17 13:00:00,468
2019-03-17 14:00:00,34
2019-03-17 15:00:00,1906
2019-03-17 16:00:00,2512
2019-03-17 17:00:00,1416
2019-03-17 18:00:00,890
2019-03-17 19:00:00,1126
2019-03-17 20:00:00,1274
2019-03-17 21:00:00,1722
2019-03-17 22:00:00,1486
2019-03-17 23:00:00,1264
2019-03-18 00:00:00,1126
2019-03-18 01:00:00,682
2019-03-18 02:00:00,1414
2019-03-18 03:00:00,1322
2019-03-18 04:00:00,134
2019-03-18 05:00:00,38
2019-03-18 06:00:00,120
2019-03-18 07:00:00,118
2019-03-18 08:00:00,34
2019-03-18 09:00:00,246
2019-03-18 10:00:00,1198
2019-03-18 11:00:00,148
2019-03-18 12:00:00,668
2019-03-18 13:00:00,604
2019-03-18 14:00:00,882
2019-03-18 15:00:00,782
2019-03-18 16:00:00,1112
2019-03-18 17:00:00,672
2019-03-18 18:00:00,32
2019-03-18 19:00:00,128
2019-03-18 20:00:00,408
2019-03-18 21:00:00,508
2019-03-18 22:00:00,1494
2019-03-18 23:00:00,384
2019-03-19 00:00:00,1210
2019-03-19 01:00:00,512
2019-03-19 02:00:00,286
2019-03-19 03:00:00,94
2019-03-19 04:00:00,136
2019-03-19 05:00:00,42
2019-03-19 06:00:00,134
2019-03-19 07:00:00,86
2019-03-19 08:00:00,46
2019-03-19 09:00:00,1054
2019-03-19 10:00:00,1286
2019-03-19 11:00:00,1374
2019-03-19 12:00:00,310
2019-03-19 13:00:00,32
2019-03-19 14:00:00,126
2019-03-19 15:00:00,36
2019-03-19 16:00:00,94
2019-03-19 17:00:00,128
2019-03-19 18:00:00,34
2019-03-19 19:00:00,128
2019-03-19 20:00:00,1766
2019-03-19 21:00:00,466
2019-03-19 22:00:00,122
2019-03-19 23:00:00,402
2019-03-20 00:00:00,322
2019-03-20 01:00:00,348
2019-03-20 02:00:00,360
2019-03-20 03:00:00,284
2019-03-20 04:00:00,130
2019-03-20 05:00:00,258
2019-03-20 06:00:00,126
2019-03-20 07:00:00,256
2019-03-20 08:00:00,1136
2019-03-20 09:00:00,856
2019-03-20 10:00:00,166
2019-03-20 11:00:00,316
2019-03-20 12:00:00,264
2019-03-20 13:00:00,356
2019-03-20 14:00:00,266
2019-03-20 15:00:00,358
2019-03-20 16:00:00,56
2019-03-20 17:00:00,106
2019-03-20 18:00:00,100
2019-03-20 19:00:00,114
2019-03-20 20:00:00,490
2019-03-20 21:00:00,324
2019-03-20 22:00:00,126
2019-03-20 23:00:00,34
2019-03-21 00:00:00,198
2019-03-21 01:00:00,52
2019-03-21 02:00:00,130
2019-03-21 03:00:00,92
2019-03-21 04:00:00,84
2019-03-21 05:00:00,128
2019-03-21 06:00:00,34
2019-03-21 07:00:00,128
2019-03-21 08:00:00,512
2019-03-21 09:00:00,1368
2019-03-21 10:00:00,1300
2019-03-21 11:00:00,506
2019-03-21 12:00:00,90
2019-03-21 13:00:00,76
2019-03-21 14:00:00,126
2019-03-21 15:00:00,34
2019-03-21 16:00:00,128
2019-03-21 17:00:00,34
2019-03-21 18:00:00,128
2019-03-21 19:00:00,44
2019-03-21 20:00:00,1818
2019-03-21 21:00:00,884
2019-03-21 22:00:00,42
2019-03-21 23:00:00,132
2019-03-22 00:00:00,658
2019-03-22 01:00:00,44
2019-03-22 02:00:00,138
2019-03-22 03:00:00,92
2019-03-22 04:00:00,80
2019-03-22 05:00:00,130
2019-03-22 06:00:00,36
2019-03-22 07:00:00,128
2019-03-22 08:00:00,438
2019-03-22 09:00:00,394
2019-03-22 10:00:00,1380
2019-03-22 11:00:00,1302
2019-03-22 12:00:00,134
2019-03-22 13:00:00,72
2019-03-22 14:00:00,100
2019-03-22 15:00:00,654
2019-03-22 16:00:00,1422
2019-03-22 17:00:00,598
2019-03-22 18:00:00,80
2019-03-22 19:00:00,92
2019-03-22 20:00:00,176
2019-03-22 21:00:00,394
2019-03-22 22:00:00,384
2019-03-22 23:00:00,304
2019-03-23 00:00:00,792
2019-03-23 01:00:00,140
2019-03-23 02:00:00,44
2019-03-23 03:00:00,132
2019-03-23 04:00:00,36
2019-03-23 05:00:00,130
2019-03-23 06:00:00,298
2019-03-23 07:00:00,84
2019-03-23 08:00:00,186
2019-03-23 09:00:00,34
2019-03-23 10:00:00,346
2019-03-23 11:00:00,1482
2019-03-23 12:00:00,1454
2019-03-23 13:00:00,2174
2019-03-23 14:00:00,2052
2019-03-23 15:00:00,648
2019-03-23 16:00:00,172
2019-03-23 17:00:00,132
2019-03-23 18:00:00,34
2019-03-23 19:00:00,216
2019-03-23 20:00:00,548
2019-03-23 21:00:00,3204
2019-03-23 22:00:00,422
2019-03-23 23:00:00,698
2019-03-24 00:00:00,128
2019-03-24 01:00:00,118
2019-03-24 02:00:00,140
2019-03-24 03:00:00,44
2019-03-24 04:00:00,136
2019-03-24 05:00:00,90
2019-03-24 06:00:00,86
2019-03-24 07:00:00,128
2019-03-24 08:00:00,38
2019-03-24 09:00:00,130
2019-03-24 10:00:00,598
2019-03-24 11:00:00,514
2019-03-24 12:00:00,96
2019-03-24 13:00:00,82
2019-03-24 14:00:00,128
2019-03-24 15:00:00,34
2019-03-24 16:00:00,130
2019-03-24 17:00:00,34
2019-03-24 18:00:00,128
2019-03-24 19:00:00,54
2019-03-24 20:00:00,2014
2019-03-24 21:00:00,1226
2019-03-24 22:00:00,1536
2019-03-24 23:00:00,606
2019-03-25 00:00:00,1430
2019-03-25 01:00:00,1394
2019-03-25 02:00:00,1422
2019-03-25 03:00:00,36
2019-03-25 04:00:00,130
2019-03-25 05:00:00,36
2019-03-25 06:00:00,130
2019-03-25 07:00:00,54
2019-03-25 08:00:00,112
2019-03-25 09:00:00,1400
2019-03-25 10:00:00,1486
2019-03-25 11:00:00,1392
2019-03-25 12:00:00,550
2019-03-25 13:00:00,200
2019-03-25 14:00:00,150
2019-03-25 15:00:00,150
2019-03-25 16:00:00,496
2019-03-25 17:00:00,474
2019-03-25 18:00:00,668
2019-03-25 19:00:00,408
2019-03-25 20:00:00,622
2019-03-25 21:00:00,542
2019-03-25 22:00:00,272
2019-03-25 23:00:00,2540
2019-03-26 00:00:00,744
2019-03-26 01:00:00,418
2019-03-26 02:00:00,50
2019-03-26 03:00:00,138
2019-03-26 04:00:00,326
2019-03-26 05:00:00,70
2019-03-26 06:00:00,356
2019-03-26 07:00:00,40
2019-03-26 08:00:00,354
2019-03-26 09:00:00,1294
2019-03-26 10:00:00,1380
2019-03-26 11:00:00,890
2019-03-26 12:00:00,98
2019-03-26 13:00:00,124
2019-03-26 14:00:00,38
2019-03-26 15:00:00,130
2019-03-26 16:00:00,34
2019-03-26 17:00:00,128
2019-03-26 18:00:00,38
2019-03-26 19:00:00,132
2019-03-26 20:00:00,244
2019-03-26 21:00:00,36
2019-03-26 22:00:00,128
2019-03-26 23:00:00,36
2019-03-27 00:00:00,662
2019-03-27 01:00:00,388
2019-03-27 02:00:00,132
2019-03-27 03:00:00,96
2019-03-27 04:00:00,164
2019-03-27 05:00:00,130
2019-03-27 06:00:00,34
2019-03-27 07:00:00,356
2019-03-27 08:00:00,34
2019-03-27 09:00:00,128
2019-03-27 10:00:00,34
2019-03-27 11:00:00,130
2019-03-27 12:00:00,76
2019-03-27 13:00:00,86
2019-03-27 14:00:00,128
2019-03-27 15:00:00,36
2019-03-27 16:00:00,128
2019-03-27 17:00:00,36
2019-03-27 18:00:00,128
2019-03-27 19:00:00,34
2019-03-27 20:00:00,128
2019-03-27 21:00:00,86
2019-03-27 22:00:00,98
2019-03-27 23:00:00,104
2019-03-28 00:00:00,828
2019-03-28 01:00:00,208
2019-03-28 02:00:00,38
2019-03-28 03:00:00,132
2019-03-28 04:00:00,36
2019-03-28 05:00:00,284
2019-03-28 06:00:00,36
2019-03-28 07:00:00,130
2019-03-28 08:00:00,1274
2019-03-28 09:00:00,1406
2019-03-28 10:00:00,1210
2019-03-28 11:00:00,58
2019-03-28 12:00:00,128
2019-03-28 13:00:00,34
2019-03-28 14:00:00,128
2019-03-28 15:00:00,34
2019-03-28 16:00:00,128
2019-03-28 17:00:00,60
2019-03-28 18:00:00,106
2019-03-28 19:00:00,108
2019-03-28 20:00:00,1138
2019-03-28 21:00:00,1238
2019-03-28 22:00:00,1346
2019-03-28 23:00:00,818
2019-03-29 00:00:00,1452
2019-03-29 01:00:00,1626
2019-03-29 02:00:00,1664
2019-03-29 03:00:00,1336
2019-03-29 04:00:00,168
2019-03-29 05:00:00,270
2019-03-29 06:00:00,358
2019-03-29 07:00:00,60
2019-03-29 08:00:00,350
2019-03-29 09:00:00,1658
2019-03-29 10:00:00,1398
2019-03-29 11:00:00,790
2019-03-29 12:00:00,48
2019-03-29 13:00:00,586
2019-03-29 14:00:00,1360
2019-03-29 15:00:00,110
2019-03-29 16:00:00,114
2019-03-29 17:00:00,50
2019-03-29 18:00:00,140
2019-03-29 19:00:00,46
2019-03-29 20:00:00,98
2019-03-29 21:00:00,128
2019-03-29 22:00:00,34
2019-03-29 23:00:00,126
2019-03-30 00:00:00,90
2019-03-30 01:00:00,188
2019-03-30 02:00:00,88
2019-03-30 03:00:00,84
2019-03-30 04:00:00,130
2019-03-30 05:00:00,34
2019-03-30 06:00:00,128
2019-03-30 07:00:00,34
2019-03-30 08:00:00,128
2019-03-30 09:00:00,198
2019-03-30 10:00:00,62
2019-03-30 11:00:00,878
2019-03-30 12:00:00,1316
2019-03-30 13:00:00,1390
2019-03-30 14:00:00,84
2019-03-30 15:00:00,72
2019-03-30 16:00:00,128
2019-03-30 17:00:00,32
2019-03-30 18:00:00,128
2019-03-30 19:00:00,92
2019-03-30 20:00:00,54
2019-03-30 21:00:00,128
2019-03-30 22:00:00,34
2019-03-30 23:00:00,128
2019-03-31 00:00:00,52
2019-03-31 01:00:00,106
2019-03-31 03:00:00,414
2019-03-31 04:00:00,210
2019-03-31 05:00:00,590
2019-03-31 06:00:00,430
2019-03-31 07:00:00,138
2019-03-31 08:00:00,82
2019-03-31 09:00:00,90
2019-03-31 10:00:00,632
2019-03-31 11:00:00,396
2019-03-31 12:00:00,512
2019-03-31 13:00:00,106
2019-03-31 14:00:00,128
2019-03-31 15:00:00,322
2019-03-31 16:00:00,288
2019-03-31 17:00:00,128
2019-03-31 18:00:00,34
2019-03-31 19:00:00,242
2019-03-31 20:00:00,304
2019-03-31 21:00:00,1320
2019-03-31 22:00:00,1810
2019-03-31 23:00:00,1564
2019-04-01 00:00:00,992
2019-04-01 01:00:00,138
2019-04-01 02:00:00,38
2019-04-01 03:00:00,130
2019-04-01 04:00:00,82
2019-04-01 05:00:00,64
2019-04-01 06:00:00,128
2019-04-01 07:00:00,34
2019-04-01 08:00:00,128
2019-04-01 09:00:00,1062
2019-04-01 10:00:00,1322
2019-04-01 11:00:00,974
2019-04-01 12:00:00,32
2019-04-01 13:00:00,126
2019-04-01 14:00:00,62
2019-04-01 15:00:00,90
2019-04-01 16:00:00,126
2019-04-01 17:00:00,34
2019-04-01 18:00:00,128
2019-04-01 19:00:00,42
2019-04-01 20:00:00,512
2019-04-01 21:00:00,1456
2019-04-01 22:00:00,1472
2019-04-01 23:00:00,414
2019-04-02 00:00:00,348
2019-04-02 01:00:00,44
2019-04-02 02:00:00,114
2019-04-02 03:00:00,114
2019-04-02 04:00:00,40
2019-04-02 05:00:00,124
2019-04-02 06:00:00,112
2019-04-02 07:00:00,40
2019-04-02 08:00:00,472
2019-04-02 09:00:00,1396
2019-04-02 10:00:00,1268
2019-04-02 11:00:00,1358
2019-04-02 12:00:00,292
2019-04-02 13:00:00,32
2019-04-02 14:00:00,88
2019-04-02 15:00:00,130
2019-04-02 16:00:00,38
2019-04-02 17:00:00,50
2019-04-02 18:00:00,132
2019-04-02 19:00:00,378
2019-04-02 20:00:00,214
2019-04-02 21:00:00,140
2019-04-02 22:00:00,978
2019-04-02 23:00:00,214
2019-04-03 00:00:00,334
2019-04-03 01:00:00,38
2019-04-03 02:00:00,112
2019-04-03 03:00:00,114
2019-04-03 04:00:00,36
2019-04-03 05:00:00,118
2019-04-03 06:00:00,102
2019-04-03 07:00:00,36
2019-04-03 08:00:00,124
2019-04-03 09:00:00,1396
2019-04-03 10:00:00,1292
2019-04-03 11:00:00,1390
2019-04-03 12:00:00,72
2019-04-03 13:00:00,54
2019-04-03 14:00:00,128
2019-04-03 15:00:00,64
2019-04-03 16:00:00,64
2019-04-03 17:00:00,128
2019-04-03 18:00:00,56
2019-04-03 19:00:00,70
2019-04-03 20:00:00,352
2019-04-03 21:00:00,1746
2019-04-03 22:00:00,1672
2019-04-03 23:00:00,1522
2019-04-04 00:00:00,712
2019-04-04 01:00:00,46
2019-04-04 02:00:00,140
2019-04-04 03:00:00,40
2019-04-04 04:00:00,130
2019-04-04 05:00:00,36
2019-04-04 06:00:00,108
2019-04-04 07:00:00,78
2019-04-04 08:00:00,76
2019-04-04 09:00:00,1412
2019-04-04 10:00:00,1296
2019-04-04 11:00:00,1382
2019-04-04 12:00:00,36
2019-04-04 13:00:00,128
2019-04-04 14:00:00,50
2019-04-04 15:00:00,94
2019-04-04 16:00:00,98
2019-04-04 17:00:00,42
2019-04-04 18:00:00,130
2019-04-04 19:00:00,40
2019-04-04 20:00:00,944
2019-04-04 21:00:00,504
2019-04-04 22:00:00,314
2019-04-04 23:00:00,374
2019-04-05 00:00:00,758
2019-04-05 01:00:00,140
2019-04-05 02:00:00,58
2019-04-05 03:00:00,104
2019-04-05 04:00:00,208
2019-04-05 05:00:00,48
2019-04-05 06:00:00,346
2019-04-05 07:00:00,36
2019-04-05 08:00:00,188
2019-04-05 09:00:00,1566
2019-04-05 10:00:00,1318
2019-04-05 11:00:00,786
2019-04-05 12:00:00,36
2019-04-05 13:00:00,148
2019-04-05 14:00:00,566
2019-04-05 15:00:00,1448
2019-04-05 16:00:00,1342
2019-04-05 17:00:00,1016
2019-04-05 18:00:00,128
2019-04-05 19:00:00,34
2019-04-05 20:00:00,126
2019-04-05 21:00:00,64
2019-04-05 22:00:00,84
2019-04-05 23:00:00,120
2019-04-06 00:00:00,46
2019-04-06 01:00:00,138
2019-04-06 02:00:00,54
2019-04-06 03:00:00,98
2019-04-06 04:00:00,112
2019-04-06 05:00:00,36
2019-04-06 06:00:00,128
2019-04-06 07:00:00,44
2019-04-06 08:00:00,104
2019-04-06 09:00:00,742
2019-04-06 10:00:00,44
2019-04-06 11:00:00,174
2019-04-06 12:00:00,1138
2019-04-06 13:00:00,1230
2019-04-06 14:00:00,160
2019-04-06 15:00:00,126
2019-04-06 16:00:00,50
2019-04-06 17:00:00,96
2019-04-06 18:00:00,112
2019-04-06 19:00:00,40
2019-04-06 20:00:00,128
2019-04-06 21:00:00,1588
2019-04-06 22:00:00,2424
2019-04-06 23:00:00,360
2019-04-07 00:00:00,304
2019-04-07 01:00:00,1190
2019-04-07 02:00:00,424
2019-04-07 03:00:00,198
2019-04-07 04:00:00,54
2019-04-07 05:00:00,130
2019-04-07 06:00:00,76
2019-04-07 07:00:00,82
2019-04-07 08:00:00,126
2019-04-07 09:00:00,36
2019-04-07 10:00:00,128
2019-04-07 11:00:00,810
2019-04-07 12:00:00,1364
2019-04-07 13:00:00,1330
2019-04-07 14:00:00,1312
2019-04-07 15:00:00,128
2019-04-07 16:00:00,34
2019-04-07 17:00:00,122
2019-04-07 18:00:00,90
2019-04-07 19:00:00,52
2019-04-07 20:00:00,126
2019-04-07 21:00:00,34
2019-04-07 22:00:00,110
2019-04-07 23:00:00,908
2019-04-08 00:00:00,430
2019-04-08 01:00:00,138
2019-04-08 02:00:00,54
2019-04-08 03:00:00,98
2019-04-08 04:00:00,124
2019-04-08 05:00:00,40
2019-04-08 06:00:00,134
2019-04-08 07:00:00,62
2019-04-08 08:00:00,84
2019-04-08 09:00:00,1412
2019-04-08 10:00:00,1308
2019-04-08 11:00:00,1408
2019-04-08 12:00:00,48
2019-04-08 13:00:00,98
2019-04-08 14:00:00,108
2019-04-08 15:00:00,42
2019-04-08 16:00:00,128
2019-04-08 17:00:00,36
2019-04-08 18:00:00,102
2019-04-08 19:00:00,146
2019-04-08 20:00:00,1436
2019-04-08 21:00:00,1334
2019-04-08 22:00:00,354
2019-04-08 23:00:00,1294
2019-04-09 00:00:00,500
2019-04-09 01:00:00,38
2019-04-09 02:00:00,104
2019-04-09 03:00:00,122
2019-04-09 04:00:00,36
2019-04-09 05:00:00,126
2019-04-09 06:00:00,92
2019-04-09 07:00:00,42
2019-04-09 08:00:00,128
2019-04-09 09:00:00,1198
2019-04-09 10:00:00,1344
2019-04-09 11:00:00,222
2019-04-09 12:00:00,36
2019-04-09 13:00:00,128
2019-04-09 14:00:00,50
2019-04-09 15:00:00,98
2019-04-09 16:00:00,112
2019-04-09 17:00:00,36
2019-04-09 18:00:00,128
2019-04-09 19:00:00,50
2019-04-09 20:00:00,1622
2019-04-09 21:00:00,40
2019-04-09 22:00:00,120
2019-04-09 23:00:00,268
2019-04-10 00:00:00,826
2019-04-10 01:00:00,526
2019-04-10 02:00:00,46
2019-04-10 03:00:00,134
2019-04-10 04:00:00,86
2019-04-10 05:00:00,74
2019-04-10 06:00:00,130
2019-04-10 07:00:00,492
2019-04-10 08:00:00,130
2019-04-10 09:00:00,1234
2019-04-10 10:00:00,1364
2019-04-10 11:00:00,458
2019-04-10 12:00:00,36
2019-04-10 13:00:00,130
2019-04-10 14:00:00,62
2019-04-10 15:00:00,82
2019-04-10 16:00:00,124
2019-04-10 17:00:00,36
2019-04-10 18:00:00,126
2019-04-10 19:00:00,50
2019-04-10 20:00:00,1736
2019-04-10 21:00:00,2390
2019-04-10 22:00:00,1262
2019-04-10 23:00:00,816
2019-04-11 00:00:00,44
2019-04-11 01:00:00,134
2019-04-11 02:00:00,34
2019-04-11 03:00:00,130
2019-04-11 04:00:00,36
2019-04-11 05:00:00,126
2019-04-11 06:00:00,76
2019-04-11 07:00:00,88
2019-04-11 08:00:00,108
2019-04-11 09:00:00,1338
2019-04-11 10:00:00,1398
2019-04-11 11:00:00,1110
2019-04-11 12:00:00,134
2019-04-11 13:00:00,72
2019-04-11 14:00:00,98
2019-04-11 15:00:00,108
2019-04-11 16:00:00,50
2019-04-11 17:00:00,128
2019-04-11 18:00:00,36
2019-04-11 19:00:00,128
2019-04-11 20:00:00,312
2019-04-11 21:00:00,872
2019-04-11 22:00:00,358
2019-04-11 23:00:00,360
2019-04-12 00:00:00,1414
2019-04-12 01:00:00,1310
2019-04-12 02:00:00,1404
2019-04-12 03:00:00,40
2019-04-12 04:00:00,132
2019-04-12 05:00:00,296
2019-04-12 06:00:00,320
2019-04-12 07:00:00,122
2019-04-12 08:00:00,268
2019-04-12 09:00:00,1386
2019-04-12 10:00:00,2206
2019-04-12 11:00:00,1444
2019-04-12 12:00:00,36
2019-04-12 13:00:00,110
2019-04-12 14:00:00,116
2019-04-12 15:00:00,1404
2019-04-12 16:00:00,1038
2019-04-12 17:00:00,154
2019-04-12 18:00:00,126
2019-04-12 19:00:00,278
2019-04-12 20:00:00,2164
2019-04-12 21:00:00,614
2019-04-12 22:00:00,202
2019-04-12 23:00:00,464
2019-04-13 00:00:00,420
2019-04-13 01:00:00,380
2019-04-13 02:00:00,1578
2019-04-13 03:00:00,1300
2019-04-13 04:00:00,202
2019-04-13 05:00:00,50
2019-04-13 06:00:00,354
2019-04-13 07:00:00,88
2019-04-13 08:00:00,134
2019-04-13 09:00:00,426
2019-04-13 10:00:00,128
